10,0.06116,0.03966
20,0.10288,0.04176
30,0.17538,0.04232
40,0.2431,0.05202
50,0.3461,0.05762
60,0.3849,0.057
70,0.46832,0.06166
80,0.50146,0.07604
90,0.55896,0.05858
100,0.5769,0.06108
200,1.18084,0.072
300,2.39902,0.07122
400,1.71716,0.05512
500,1.95722,0.05506
600,2.34066,0.0606
700,2.65086,0.0586
800,3.03534,0.05886
900,3.40732,0.0595
1000,3.7809,0.0591
1500,5.65798,0.0656
2000,7.55446,0.0644
2500,9.43064,0.07044
3000,11.3367,0.0698
3500,21.8393,0.16456
4000,23.2064,0.07316
4500,16.9702,0.07608
5000,18.9075,0.0745
5500,20.8437,0.07496
6000,22.6023,0.07532
6500,24.6791,0.11022
7000,31.1193,0.07918
7500,28.7954,0.07624
8000,30.7243,0.07506
8500,32.0079,0.0914
9000,33.8981,0.0896
9500,42.8014,0.09316
10000,44.1978,0.09396
15000,56.6663,0.09306
20000,75.859,0.08832
25000,94.833,0.08574
30000,114.779,0.08748
35000,132.034,0.09264
40000,151.787,0.09162
45000,170.446,0.13812
50000,317.162,0.12812
55000,326.865,0.15278
60000,376.012,0.14046
65000,418.628,0.13804
70000,433.126,0.14228
75000,450.731,0.14132
80000,548.274,0.15764
85000,539.228,0.09992
90000,374.292,0.0984
95000,363.486,0.09898
100000,379.546,0.10078
105000,422.528,0.09752
110000,449.486,0.1374
115000,706.686,0.15356
120000,725.607,0.09944
125000,477.586,0.0965
130000,495.716,0.09814
135000,514.598,0.19112
140000,914.13,0.10542
145000,559.406,0.10308
150000,799.844,0.19094
155000,979.23,0.10436
160000,678.087,0.17962
165000,824.425,0.10378
170000,643.542,0.10174
175000,721.273,0.10394
180000,680.892,0.1019
185000,701.307,0.10182
190000,721.551,0.10446
195000,741.151,0.10226
200000,755.78,0.103
205000,777.346,0.10402
210000,796.192,0.1041
215000,860.881,0.10338
220000,848.907,0.10294
225000,888.259,0.10428
230000,874.959,0.10296
235000,892.157,0.1039
240000,923.536,0.15954
245000,1021.69,0.1038
250000,980.62,0.15774
255000,1634.28,0.16246
260000,1337.02,0.10506
265000,1021.73,0.11014
270000,1024.41,0.10798
275000,1065.72,0.108
280000,1079.17,0.10754
285000,1084.33,0.1076
290000,1112.51,0.10968
295000,1120.27,0.10814
300000,1215.18,0.10944
305000,1162.88,0.1089
310000,1193.68,0.1098
315000,1196.53,0.10852
320000,1240.38,0.17502
325000,1906.11,0.1099
330000,1252.75,0.10864
335000,1497.42,0.10934
340000,1288.69,0.1078
345000,1315.52,0.1083
350000,1327.08,0.11152
355000,1348.61,0.10814
360000,1369.49,0.109
365000,1387.45,0.10918
370000,2513.56,0.29282
375000,1431.05,0.11044
380000,1452.5,0.10774
385000,1467.4,0.1086
390000,1485.22,0.10908
395000,1918.58,0.10978
400000,1519.78,0.10826
405000,1538.75,0.10986
410000,1634.49,0.11744
415000,1584.37,0.1103
420000,1614.61,0.1092
425000,2051.46,0.11406
430000,1862.55,0.11008
435000,2182.63,0.10796
440000,1667.37,0.10962
445000,1686.92,0.10982
450000,2114.22,0.111
455000,1745.66,0.10908
460000,1744.24,0.11196
465000,1769.71,0.10894
470000,1782.34,0.10878
475000,1878.77,0.1093
480000,1842.87,0.11162
485000,1843.15,0.10934
490000,1856.17,0.10852
495000,1930.15,0.11338
500000,2314.82,0.1575
505000,2834.02,0.1087
510000,1934.64,0.10972
515000,1951.76,0.10976
520000,2051.33,0.10954
525000,2016.06,0.11692
530000,2016.44,0.11642
535000,2032.3,0.1153
540000,2049.24,0.11586
545000,2537.96,0.1143
550000,2454.68,0.1145
555000,2335.13,0.11676
560000,2185.44,0.1159
565000,2163.39,0.11378
570000,2167.69,0.11514
575000,2471.12,0.19072
580000,2704.63,0.1158
585000,2220.61,0.11512
590000,2237.89,0.11468
595000,2270.27,0.11564
600000,2293.32,0.11444
605000,2805.19,0.11738
610000,2319.95,0.11418
615000,2331.48,0.18612
620000,2380.29,0.11852
625000,2377.58,0.11856
630000,2390.58,0.11678
635000,2483.99,0.1175
640000,2427.7,0.12178
645000,2462.89,0.11498
650000,2948.76,0.11676
655000,3292.62,0.11758
660000,2510.13,0.11598
665000,2546.76,0.11552
670000,2560.5,0.11374
675000,2568.35,0.12268
680000,2585.79,0.11722
685000,2692.84,0.11808
690000,4007.22,0.11514
695000,2640.72,0.11848
700000,2719.9,0.1137
705000,2671.63,0.11532
710000,2698.18,0.11546
715000,2714.77,0.11496
720000,3087.84,0.1144
725000,2755.24,0.11534
730000,2775.85,0.11374
735000,3125.99,0.14132
740000,2920.98,0.11466
745000,2835.17,0.11876
750000,3189.77,0.11498
755000,2866.35,0.1176
760000,2966.35,0.11548
765000,3710.55,0.11588
770000,3029.84,0.11712
775000,3018.51,0.16684
780000,2966.78,0.1147
785000,2978.63,0.11322
790000,3096.67,0.11476
795000,3022.03,0.11998
800000,3047.65,0.11894
805000,3077.1,0.11468
810000,3083.96,0.11612
815000,3333.64,0.11938
820000,3128.8,0.1157
825000,3134.54,0.11754
830000,3225.81,0.1163
835000,4259.6,0.1212
840000,3193.6,0.11536
845000,3236.48,0.11556
850000,3224.63,0.11494
855000,3246.38,0.11596
860000,3285.08,0.11574
865000,3287.84,0.11528
870000,3384.14,0.1151
875000,3337.89,0.11366
880000,3356.99,0.12294
885000,3356.99,0.11714
890000,3401.19,0.11362
895000,3408.57,0.11608
900000,3770.14,0.12004
905000,3445.35,0.11374
910000,5202.18,0.1173
915000,4157.08,0.11748
920000,3618.81,0.16246
925000,3569.84,0.11724
930000,3553.29,0.12422
935000,3582.26,0.11698
940000,4045.48,0.11502
945000,3650.72,0.11582
950000,3718.86,0.11318
955000,3625.26,0.11918
960000,3665.13,0.1198
965000,3668.6,0.11606
970000,4430.18,0.20556
975000,4082.7,0.11702
980000,4082.4,0.11758
985000,4144.72,0.11556
990000,3761.47,0.121
995000,3790.92,0.11442
1000000,3876.65,0.18418
