10,0.6632,0.4279,0.0969
11,0.111455,0.0468182,0.0724545
12,0.108083,0.0423333,0.0620833
13,0.0827692,0.0315385,0.0536923
14,0.0799286,0.0382857,0.0554286
15,0.0914667,0.0393333,0.0572
16,0.0828125,0.039375,0.0519375
17,0.0877647,0.0377647,0.0638235
18,0.0841111,0.0440556,0.0587222
19,0.0971053,0.0321053,0.0504737
20,0.0932,0.03845,0.055
21,0.0998095,0.0380476,0.0545238
22,0.099,0.0411364,0.0499545
23,0.0952609,0.0409565,0.0499565
24,0.0892917,0.033125,0.0452083
25,0.08876,0.03064,0.04404
26,0.0879615,0.0362692,0.0479615
27,0.101481,0.0385926,0.0474444
28,0.102679,0.0396071,0.0499286
29,0.103517,0.0375862,0.0398966
30,0.105467,0.039,0.0467333
31,0.110065,0.0397742,0.0522903
32,0.107687,0.0317813,0.0370313
33,0.0881515,0.0268182,0.0437576
34,0.0933529,0.0308235,0.0469412
35,0.107029,0.0284571,0.0402286
36,0.0936667,0.0294444,0.04675
37,0.0905135,0.030027,0.0352973
38,0.0742895,0.0210263,0.0298158
39,0.0740256,0.0215385,0.0307436
40,0.075275,0.02095,0.029775
41,0.0757805,0.0214878,0.0304634
42,0.0774286,0.0209286,0.0304048
43,0.0780233,0.0206512,0.0308372
44,0.0803182,0.0220682,0.0302727
45,0.0803556,0.0212,0.0299556
46,0.0826304,0.0208696,0.0276304
47,0.0836596,0.0208511,0.0281277
48,0.0847708,0.0210625,0.0280417
49,0.0852653,0.447939,0.0423878
50,0.09178,0.02042,0.02786
51,0.0867059,0.020549,0.028549
52,0.0870577,0.0207692,0.0275192
53,0.0878302,0.0208868,0.027283
54,0.0878889,0.0202778,0.0268889
55,0.0911818,0.0202545,0.0271455
56,0.0908571,0.0216429,0.0268571
57,0.0967719,0.0203158,0.0272456
58,0.0942586,0.0209138,0.0268103
59,0.0962542,0.0208983,0.0263729
60,0.0957,0.0208833,0.0270333
61,0.0972295,0.0200984,0.0270656
62,0.0998226,0.0201774,0.0268548
63,0.0992381,0.0207937,0.0263016
64,0.100641,0.0205625,0.0273281
65,0.101985,0.0203692,0.0306769
66,0.102636,0.0206364,0.0312273
67,0.108672,0.0207463,0.0294478
68,0.104559,0.0209118,0.0299265
69,0.107841,0.0214783,0.0293333
70,0.108529,0.0209857,0.0289429
71,0.111845,0.0219859,0.029662
72,0.139139,0.0207778,0.0290417
73,0.113562,0.0203562,0.0290959
74,0.115757,0.0207027,0.0290541
75,0.114067,0.0210533,0.0276
76,0.117697,0.0207632,0.0287368
77,0.116948,0.0207403,0.0285455
78,0.118474,0.020641,0.028141
79,0.12019,0.0210886,0.0306203
80,0.122163,0.020875,0.0272875
81,0.120716,0.0213951,0.0276667
82,0.122659,0.0213293,0.0281585
83,0.123771,0.0208554,0.0291807
84,0.166643,0.0276429,0.0394643
85,0.296224,0.0284706,0.0371647
86,0.153395,0.0272907,0.0358605
87,0.15454,0.0268966,0.0388276
88,0.159466,0.0282841,0.0361591
89,0.171933,0.0270225,0.0380562
90,0.413844,0.0271,0.0357667
91,0.166714,0.0268901,0.0354176
92,0.177413,0.034913,0.0442391
93,0.190387,0.032957,0.0394086
94,0.191947,0.0356809,0.0433085
95,0.182558,0.0275158,0.0362316
96,0.179698,0.0302083,0.039125
97,0.186948,0.0340206,0.0385052
98,0.182163,0.0337449,0.0448061
99,0.192273,0.0326465,0.0392929
100,0.17728,0.02968,0.03677
101,0.185287,0.0343366,0.036099
102,0.182735,0.0318431,0.0378725
103,0.224544,0.0308641,0.033466
104,0.181394,0.0307981,0.0348365
105,0.193876,0.0317524,0.0365905
106,0.194358,0.0321981,0.0342547
107,0.192822,0.0322243,0.038
108,0.196009,0.0306111,0.0368796
109,0.189138,0.0249541,0.0268532
110,0.160764,0.0234182,0.0273182
111,0.226964,0.0233694,0.0266486
112,0.165089,0.0234464,0.0263571
113,0.16808,0.0236814,0.026177
114,0.165746,0.0245965,0.0262368
115,0.169,0.0244261,0.0263565
116,0.168302,0.0247759,0.0259569
117,0.171795,0.0235897,0.0260085
118,0.172347,0.0243559,0.0260932
119,0.197521,0.0314118,0.0294874
120,0.199075,0.0250083,0.0261083
121,0.177008,0.0250744,0.0261653
122,0.176811,0.0251066,0.026041
123,0.179041,0.024813,0.0263659
124,0.179613,0.0242984,0.0263065
125,0.181192,0.024936,0.026552
126,0.180627,0.0246429,0.0258651
127,0.181756,0.0246299,0.0255354
128,0.184078,0.0250547,0.0263125
129,0.18793,0.024938,0.0304031
130,0.183823,0.0350538,0.0405231
131,0.294763,0.0350916,0.0397786
132,0.226235,0.0331591,0.0402424
133,0.232511,0.0374662,0.0440226
134,0.248619,0.0376269,0.0372537
135,0.264185,0.0320222,0.0373556
136,0.273581,0.037625,0.0442941
137,0.246226,0.0362336,0.0348905
138,0.195167,0.0230797,0.0286594
139,0.196237,0.0227338,0.0285036
140,0.196379,0.0236714,0.0280714
141,0.198511,0.0230355,0.0286809
142,0.203986,0.0230634,0.027338
143,0.204986,0.022979,0.0282098
144,0.214736,0.0234375,0.0287083
145,0.205041,0.0233034,0.0309448
146,0.208192,0.0233973,0.0286575
147,0.209367,0.0234558,0.0280612
148,0.208764,0.0240878,0.0274527
149,0.20843,0.023302,0.0278456
150,0.211967,0.0233667,0.0289133
151,0.212113,0.0240662,0.0284305
152,0.213138,0.0233816,0.0281711
153,0.216765,0.0232157,0.0290131
154,0.217227,0.0240455,0.028
155,0.219761,0.0237355,0.028471
156,0.229801,0.0234167,0.0279103
157,0.218503,0.0224713,0.0364395
158,0.278399,0.0378418,0.0415
159,0.265151,0.0395535,0.0951006
160,0.283175,0.0298312,0.034475
161,0.263379,0.0367391,0.0413727
162,0.26916,0.0283889,0.0359568
163,0.267883,0.0292515,0.0340859
164,0.256506,0.0288415,0.0352988
165,0.268091,0.0307455,0.036703
166,0.238211,0.0218614,0.0265361
167,0.225389,0.0217725,0.0259162
168,0.259601,0.0226786,0.0272976
169,0.231621,0.0229586,0.0263669
170,0.229688,0.0225647,0.0267
171,0.233339,0.0227602,0.0302515
172,0.236302,0.0216744,0.0261453
173,0.231306,0.0219191,0.0254913
174,0.236701,0.0217529,0.0258736
175,0.23596,0.0218114,0.0253714
176,0.238466,0.0218693,0.0253239
177,0.239175,0.0217684,0.0249209
178,0.237388,0.0216067,0.0252809
179,0.245413,0.0306369,0.0380391
180,0.318667,0.0297056,0.0352333
181,0.31158,0.030989,0.0361492
182,0.347418,0.0369505,0.042022
183,0.362601,0.0218415,0.0264754
184,0.252859,0.0228587,0.0266033
185,0.251065,0.0222432,0.0266216
186,0.257855,0.0224785,0.0258656
187,0.254583,0.0216364,0.0256203
188,0.258617,0.0222021,0.0258617
189,0.258423,0.0217302,0.0261323
190,0.260689,0.0225105,0.0256947
191,0.280424,0.0222775,0.0268272
192,0.263651,0.0229531,0.0268698
193,0.264446,0.0229275,0.0257098
194,0.307603,0.0220567,0.0256856
195,0.257251,0.022041,0.0257795
196,0.309776,0.0229337,0.0264082
197,0.260274,0.0236447,0.0273503
198,0.26197,0.0218131,0.0269343
199,0.260171,0.024794,0.0268744
200,0.2615,0.022595,0.028395
201,0.263194,0.058403,0.025194
202,0.266861,0.0634406,0.0254505
203,0.267276,0.0251626,0.0257586
204,0.324397,0.0251765,0.0252304
205,0.270483,0.0253805,0.0247415
206,0.269612,0.024267,0.0246117
207,0.273372,0.0243961,0.0262319
208,0.279865,0.0240962,0.0257067
209,0.273469,0.0248947,0.0251722
210,0.275395,0.0243238,0.025
211,0.275199,0.024654,0.0251137
212,0.278307,0.0249387,0.0254764
213,0.281014,0.0249061,0.0248592
214,0.305206,0.024285,0.025257
215,0.282019,0.0244558,0.0244651
216,0.282347,0.0244861,0.0249213
217,0.285664,0.0253226,0.024576
218,0.281463,0.0244358,0.0258394
219,0.292589,0.0246758,0.0249589
220,0.2814,0.0238955,0.0248818
221,0.286009,0.024819,0.0248688
222,0.281644,0.0249505,0.0256396
223,0.30957,0.024296,0.0250448
224,0.292442,0.024125,0.0252857
225,0.291284,0.0249378,0.0245911
226,0.293159,0.0237345,0.024885
227,0.294916,0.0243612,0.0249383
228,0.295189,0.0248421,0.0245219
229,0.300432,0.023345,0.025393
230,0.300961,0.0239957,0.0253
231,0.300892,0.0247662,0.0245628
232,0.312948,0.023931,0.02475
233,0.298996,0.0242318,0.0254249
234,0.303188,0.0242778,0.0248547
235,0.303702,0.0246723,0.0243106
236,0.311424,0.0243305,0.0250593
237,0.308177,0.0235443,0.0244852
238,0.3075,0.0243866,0.0253319
239,0.30941,0.0249414,0.024364
240,0.336804,0.0241792,0.0244333
241,0.310257,0.0242905,0.0251701
242,0.311397,0.0245785,0.0244917
243,0.312296,0.0238436,0.024535
244,0.318975,0.0246639,0.0249549
245,0.315433,0.0247959,0.0240735
246,0.315451,0.0240407,0.0246585
247,0.31668,0.0242672,0.024336
248,0.337657,0.0234556,0.0242984
249,0.320462,0.0240361,0.0242329
250,0.325732,0.023896,0.024912
251,0.323649,0.0236096,0.0241952
252,0.332806,0.0234603,0.024373
253,0.324391,0.0239763,0.0241897
254,0.327067,0.0239606,0.0238937
255,0.324816,0.0416196,0.0242471
256,0.324555,0.0248906,0.0243867
257,0.329654,0.0243307,0.0271751
258,0.327814,0.0247093,0.0271279
259,0.337869,0.0242973,0.0279151
260,0.332685,0.0234885,0.0278692
261,0.32869,0.0234636,0.0281188
262,0.335744,0.0240534,0.0454313
263,0.33435,0.0235057,0.0268593
264,0.335413,0.0234583,0.0263371
265,0.342038,0.0235358,0.0261509
266,0.345368,0.0235075,0.0270376
267,0.396022,0.0381161,0.0372734
268,0.415175,0.0363881,0.0435522
269,0.460621,0.0320669,0.0361524
270,0.42867,0.0240741,0.0276741
271,0.35583,0.0243137,0.0282915
272,0.35868,0.0241985,0.0271471
273,0.363908,0.0242857,0.0277143
274,0.357405,0.0237007,0.0266533
275,0.366178,0.0235782,0.0273018
276,0.356478,0.0234964,0.0271522
277,0.410581,0.0318375,0.0368845
278,0.453612,0.0374784,0.0426223
279,0.401839,0.0239785,0.0272043
280,0.400618,0.0243857,0.0273786
281,0.372324,0.0237509,0.0270391
282,0.371188,0.0237837,0.0271277
283,0.38653,0.0245795,0.0271131
284,0.371081,0.0230599,0.0261444
285,0.367828,0.0246386,0.0275895
286,0.424983,0.023535,0.0259091
287,0.366474,0.0235645,0.026108
288,0.369587,0.0234583,0.0259687
289,0.374298,0.023308,0.0257612
290,0.373717,0.0231759,0.0265862
291,0.37432,0.0233436,0.0264777
292,0.392616,0.0232192,0.0263459
293,0.380962,0.0238737,0.0266143
294,0.381983,0.0234048,0.0265068
295,0.380841,0.0234881,0.0262746
296,0.382125,0.0232568,0.0256047
297,0.384791,0.023165,0.0270471
298,0.398822,0.0246342,0.0263188
299,0.382548,0.0233645,0.0257157
300,0.38624,0.0228233,0.02575
301,0.387382,0.0255648,0.0257342
302,0.387169,0.0263013,0.026649
303,0.392129,0.0422178,0.0266568
304,0.389737,0.0261579,0.0272467
305,0.39277,0.0254656,0.0265738
306,0.392373,0.0265294,0.0268791
307,0.396876,0.0260554,0.0271596
308,0.400432,0.0254805,0.0258117
309,0.409036,0.0256408,0.0258123
310,0.396952,0.0259097,0.0257032
311,0.402013,0.0255563,0.0259003
312,0.402202,0.025641,0.0258397
313,0.400067,0.0257827,0.0257955
314,0.416994,0.0281847,0.025793
315,0.406946,0.0254889,0.0262032
316,0.408687,0.0262437,0.0258766
317,0.407814,0.0262492,0.025918
318,0.409393,0.025978,0.0257893
319,0.423727,0.0255078,0.0257931
320,0.409225,0.0256562,0.0254219
321,0.414807,0.025785,0.0260498
322,0.412112,0.0257174,0.0253292
323,0.421093,0.0252848,0.0258947
324,0.415404,0.0251389,0.0251852
325,0.416169,0.0252523,0.0258338
326,0.418592,0.0255337,0.0252086
327,0.421318,0.0255413,0.0256575
328,0.421155,0.0330732,0.029561
329,0.422125,0.0257872,0.0252523
330,0.417524,0.0254455,0.0251303
331,0.426009,0.0255257,0.0251631
332,0.426392,0.0258283,0.0252199
333,0.426024,0.0249339,0.0260811
334,0.425117,0.0254551,0.0255868
335,0.430257,0.0252597,0.0257582
336,0.43256,0.0252262,0.0255506
337,0.434763,0.0254659,0.0255371
338,0.446609,0.0253964,0.0258373
339,0.432528,0.0249292,0.0251091
340,0.435941,0.0256559,0.0255794
341,0.439085,0.025349,0.0262903
342,0.43998,0.0256754,0.0253421
343,0.46172,0.025137,0.0250408
344,0.439105,0.0251076,0.0248983
345,0.440365,0.0258696,0.0249739
346,0.445026,0.0254191,0.0249075
347,0.45853,0.0260576,0.0251844
348,0.449264,0.0262787,0.0251466
349,0.447407,0.0258911,0.0251003
350,0.44908,0.02846,0.0261457
351,0.449345,0.0272393,0.0386182
352,0.450085,0.0249545,0.0249432
353,0.45217,0.0246176,0.0250368
354,0.452523,0.0256893,0.0249944
355,0.463349,0.0324338,0.0340535
356,0.47482,0.0251657,0.0254831
357,0.454625,0.0249244,0.0250784
358,0.456944,0.0251732,0.0251453
359,0.458033,0.0248886,0.0253287
360,0.50595,0.0253806,0.0254583
361,0.46459,0.0252742,0.0251136
362,0.465572,0.0258729,0.0251436
